CSDUID,CSD,Period,IndicatorSummaryDescription,Sector,UnitOfMeasure,OriginalValue
4806014,Rocky View County,2013,Major Projects,Infrastructure,$,23.70000
4806014,Rocky View County,2014,Major Projects,Infrastructure,$,55.00000
4806014,Rocky View County,2017,Major Projects,Infrastructure,$,458.35000
4806014,Rocky View County,2018,Major Projects,Infrastructure,$,940.50000
4806014,Rocky View County,2019,Major Projects,Infrastructure,$,983.87500
4806014,Rocky View County,2020,Major Projects,Infrastructure,$,1108.87500
4806014,Rocky View County,2021,Major Projects,Infrastructure,$,1907.68214
4806014,Rocky View County,2022,Major Projects,Infrastructure,$,2193.98214
4806016,Calgary,2007,Major Projects,Infrastructure,$,5320.87778
4806016,Calgary,2008,Major Projects,Infrastructure,$,7315.47778
4806016,Calgary,2009,Major Projects,Infrastructure,$,4881.25556
4806016,Calgary,2010,Major Projects,Infrastructure,$,5193.15556
4806016,Calgary,2011,Major Projects,Infrastructure,$,5230.95556
4806016,Calgary,2012,Major Projects,Infrastructure,$,4183.80000
4806016,Calgary,2013,Major Projects,Infrastructure,$,3567.20000
4806016,Calgary,2014,Major Projects,Infrastructure,$,2323.70000
4806016,Calgary,2015,Major Projects,Infrastructure,$,4672.40000
4806016,Calgary,2016,Major Projects,Infrastructure,$,8804.70000
4806016,Calgary,2017,Major Projects,Infrastructure,$,8200.90000
4806016,Calgary,2018,Major Projects,Infrastructure,$,8693.50000
4806016,Calgary,2019,Major Projects,Infrastructure,$,8647.70000
4806016,Calgary,2020,Major Projects,Infrastructure,$,7502.30000
4806016,Calgary,2021,Major Projects,Infrastructure,$,8951.05714
4806016,Calgary,2022,Major Projects,Infrastructure,$,7558.15714
4806028,Mountain View County,2007,Major Projects,Infrastructure,$,87.77778
4806028,Mountain View County,2008,Major Projects,Infrastructure,$,77.77778
4806028,Mountain View County,2009,Major Projects,Infrastructure,$,123.25556
4806028,Mountain View County,2010,Major Projects,Infrastructure,$,117.55556
4806028,Mountain View County,2011,Major Projects,Infrastructure,$,105.55556
4806028,Mountain View County,2012,Major Projects,Infrastructure,$,7.10000
4806028,Mountain View County,2013,Major Projects,Infrastructure,$,17.70000
4806028,Mountain View County,2017,Major Projects,Infrastructure,$,8.50000
4806028,Mountain View County,2018,Major Projects,Infrastructure,$,8.50000
4806028,Mountain View County,2021,Major Projects,Infrastructure,$,642.85714
4806028,Mountain View County,2022,Major Projects,Infrastructure,$,642.85714
4806032,Didsbury,2009,Major Projects,Infrastructure,$,6.40000
4806032,Didsbury,2010,Major Projects,Infrastructure,$,6.40000
4806032,Didsbury,2011,Major Projects,Infrastructure,$,18.40000
4806032,Didsbury,2012,Major Projects,Infrastructure,$,13.00000
4806032,Didsbury,2013,Major Projects,Infrastructure,$,7.50000
4806032,Didsbury,2014,Major Projects,Infrastructure,$,13.40000
4810011,Camrose,2007,Major Projects,Infrastructure,$,30.70000
4810011,Camrose,2008,Major Projects,Infrastructure,$,32.00000
4810011,Camrose,2009,Major Projects,Infrastructure,$,12.00000
4810011,Camrose,2011,Major Projects,Infrastructure,$,26.00000
4810011,Camrose,2012,Major Projects,Infrastructure,$,26.00000
4810011,Camrose,2013,Major Projects,Infrastructure,$,23.40000
4810011,Camrose,2014,Major Projects,Infrastructure,$,18.20000
4810011,Camrose,2015,Major Projects,Infrastructure,$,6.50000
4810011,Camrose,2016,Major Projects,Infrastructure,$,7.00000
4810011,Camrose,2017,Major Projects,Infrastructure,$,6.70000
4810011,Camrose,2020,Major Projects,Infrastructure,$,43.40000
4810011,Camrose,2021,Major Projects,Infrastructure,$,43.40000
4810011,Camrose,2022,Major Projects,Infrastructure,$,43.40000
4819041,Smoky River No. 130,2007,Major Projects,Infrastructure,$,6.00000
4819041,Smoky River No. 130,2008,Major Projects,Infrastructure,$,6.00000
4819041,Smoky River No. 130,2011,Major Projects,Infrastructure,$,21.00000
4819041,Smoky River No. 130,2021,Major Projects,Infrastructure,$,0.00000
4819041,Smoky River No. 130,2022,Major Projects,Infrastructure,$,0.00000
4810036,Vermilion River County,2011,Major Projects,Infrastructure,$,13.20000
4810036,Vermilion River County,2018,Major Projects,Infrastructure,$,53.33333
4810036,Vermilion River County,2020,Major Projects,Infrastructure,$,0.00000
4810036,Vermilion River County,2021,Major Projects,Infrastructure,$,0.00000
4817021,High Prairie,2021,Major Projects,Infrastructure,$,0.00000
4817026,Northern Sunrise County,2007,Major Projects,Infrastructure,$,42.00000
4817026,Northern Sunrise County,2008,Major Projects,Infrastructure,$,40.00000
4817026,Northern Sunrise County,2009,Major Projects,Infrastructure,$,69.00000
4817026,Northern Sunrise County,2010,Major Projects,Infrastructure,$,10.80000
4817026,Northern Sunrise County,2011,Major Projects,Infrastructure,$,10.90000
4817026,Northern Sunrise County,2012,Major Projects,Infrastructure,$,10.30000
4817026,Northern Sunrise County,2013,Major Projects,Infrastructure,$,42.60000
4817026,Northern Sunrise County,2014,Major Projects,Infrastructure,$,11.40000
4817026,Northern Sunrise County,2017,Major Projects,Infrastructure,$,3.95000
4817026,Northern Sunrise County,2021,Major Projects,Infrastructure,$,25.40000
4817026,Northern Sunrise County,2022,Major Projects,Infrastructure,$,25.40000
4817027,Big Lakes County,2008,Major Projects,Infrastructure,$,14.25000
4817027,Big Lakes County,2009,Major Projects,Infrastructure,$,10.90000
4817027,Big Lakes County,2010,Major Projects,Infrastructure,$,11.70000
4817027,Big Lakes County,2017,Major Projects,Infrastructure,$,89.00000
4817027,Big Lakes County,2018,Major Projects,Infrastructure,$,89.00000
4817027,Big Lakes County,2019,Major Projects,Infrastructure,$,89.00000
4817027,Big Lakes County,2020,Major Projects,Infrastructure,$,89.00000
4817027,Big Lakes County,2021,Major Projects,Infrastructure,$,89.00000
4817027,Big Lakes County,2022,Major Projects,Infrastructure,$,0.00000
4817029,Slave Lake,2007,Major Projects,Infrastructure,$,32.00000
4817029,Slave Lake,2008,Major Projects,Infrastructure,$,27.00000
4817029,Slave Lake,2010,Major Projects,Infrastructure,$,17.90000
4817029,Slave Lake,2011,Major Projects,Infrastructure,$,14.00000
4817029,Slave Lake,2012,Major Projects,Infrastructure,$,12.00000
4817029,Slave Lake,2013,Major Projects,Infrastructure,$,69.00000
4817029,Slave Lake,2014,Major Projects,Infrastructure,$,96.00000
4817029,Slave Lake,2015,Major Projects,Infrastructure,$,47.00000
4817031,Opportunity No. 17,2007,Major Projects,Infrastructure,$,17.50000
4817031,Opportunity No. 17,2008,Major Projects,Infrastructure,$,15.20000
4817031,Opportunity No. 17,2010,Major Projects,Infrastructure,$,11.70000
4817031,Opportunity No. 17,2013,Major Projects,Infrastructure,$,11.00000
4817031,Opportunity No. 17,2014,Major Projects,Infrastructure,$,11.00000
4817031,Opportunity No. 17,2015,Major Projects,Infrastructure,$,10.40000
4817031,Opportunity No. 17,2021,Major Projects,Infrastructure,$,0.00000
4817031,Opportunity No. 17,2022,Major Projects,Infrastructure,$,0.00000
4813001,Lac Ste. Anne County,2007,Major Projects,Infrastructure,$,77.77778
4813001,Lac Ste. Anne County,2008,Major Projects,Infrastructure,$,77.77778
4813001,Lac Ste. Anne County,2009,Major Projects,Infrastructure,$,105.55556
4813001,Lac Ste. Anne County,2010,Major Projects,Infrastructure,$,105.55556
4813001,Lac Ste. Anne County,2011,Major Projects,Infrastructure,$,105.55556
4813001,Lac Ste. Anne County,2014,Major Projects,Infrastructure,$,10.00000
4813001,Lac Ste. Anne County,2016,Major Projects,Infrastructure,$,3.16667
4813001,Lac Ste. Anne County,2017,Major Projects,Infrastructure,$,3.16667
4819049,Birch Hills County,2007,Major Projects,Infrastructure,$,48.00000
4819049,Birch Hills County,2008,Major Projects,Infrastructure,$,65.70000
4819049,Birch Hills County,2009,Major Projects,Infrastructure,$,6.80000
4819054,Spirit River No. 133,2013,Major Projects,Infrastructure,$,7.30000
4819054,Spirit River No. 133,2020,Major Projects,Infrastructure,$,10.00000
4819054,Spirit River No. 133,2021,Major Projects,Infrastructure,$,10.00000
4819054,Spirit River No. 133,2022,Major Projects,Infrastructure,$,10.00000
4819056,Rycroft,2020,Major Projects,Infrastructure,$,10.00000
4819056,Rycroft,2021,Major Projects,Infrastructure,$,10.00000
4819056,Rycroft,2022,Major Projects,Infrastructure,$,10.00000
4819058,Spirit River,2012,Major Projects,Infrastructure,$,10.00000
4819058,Spirit River,2020,Major Projects,Infrastructure,$,10.00000
4819058,Spirit River,2021,Major Projects,Infrastructure,$,10.00000
4819058,Spirit River,2022,Major Projects,Infrastructure,$,10.00000
4819059,Saddle Hills County,2007,Major Projects,Infrastructure,$,11.00000
4819059,Saddle Hills County,2009,Major Projects,Infrastructure,$,49.50000
4819059,Saddle Hills County,2010,Major Projects,Infrastructure,$,37.90000
4819059,Saddle Hills County,2011,Major Projects,Infrastructure,$,7.95000
4819059,Saddle Hills County,2013,Major Projects,Infrastructure,$,5.90000
4819059,Saddle Hills County,2014,Major Projects,Infrastructure,$,10.40000
4819059,Saddle Hills County,2015,Major Projects,Infrastructure,$,8.00000
4819059,Saddle Hills County,2020,Major Projects,Infrastructure,$,10.00000
4819059,Saddle Hills County,2021,Major Projects,Infrastructure,$,10.00000
4819059,Saddle Hills County,2022,Major Projects,Infrastructure,$,10.00000
4819066,Fairview No. 136,2008,Major Projects,Infrastructure,$,5.30000
4819066,Fairview No. 136,2009,Major Projects,Infrastructure,$,23.20000
4819011,Wembley,2016,Major Projects,Infrastructure,$,22.60000
4819011,Wembley,2017,Major Projects,Infrastructure,$,22.60000
4819011,Wembley,2018,Major Projects,Infrastructure,$,22.60000
4819012,Grande Prairie,2007,Major Projects,Infrastructure,$,42.60000
4819012,Grande Prairie,2008,Major Projects,Infrastructure,$,64.10000
4819012,Grande Prairie,2009,Major Projects,Infrastructure,$,20.90000
4819012,Grande Prairie,2010,Major Projects,Infrastructure,$,91.30000
4819012,Grande Prairie,2011,Major Projects,Infrastructure,$,51.30000
4819012,Grande Prairie,2012,Major Projects,Infrastructure,$,63.00000
4819012,Grande Prairie,2013,Major Projects,Infrastructure,$,101.90000
4819012,Grande Prairie,2014,Major Projects,Infrastructure,$,156.30000
4819012,Grande Prairie,2015,Major Projects,Infrastructure,$,78.40000
4819012,Grande Prairie,2016,Major Projects,Infrastructure,$,98.30000
4819012,Grande Prairie,2017,Major Projects,Infrastructure,$,62.20000
4819012,Grande Prairie,2018,Major Projects,Infrastructure,$,65.20000
4819012,Grande Prairie,2019,Major Projects,Infrastructure,$,40.20000
4819012,Grande Prairie,2020,Major Projects,Infrastructure,$,83.20000
4819012,Grande Prairie,2021,Major Projects,Infrastructure,$,35.33333
4819012,Grande Prairie,2022,Major Projects,Infrastructure,$,35.33333
4819038,Peace River,2011,Major Projects,Infrastructure,$,43.70000
4819038,Peace River,2012,Major Projects,Infrastructure,$,16.70000
4819038,Peace River,2013,Major Projects,Infrastructure,$,5.90000
4819038,Peace River,2017,Major Projects,Infrastructure,$,178.90000
4819038,Peace River,2018,Major Projects,Infrastructure,$,178.90000
4819038,Peace River,2019,Major Projects,Infrastructure,$,160.00000
4817848,Bushe River 207,2015,Major Projects,Infrastructure,$,1.60000
4811031,Drayton Valley,2007,Major Projects,Infrastructure,$,58.20000
4811031,Drayton Valley,2008,Major Projects,Infrastructure,$,58.20000
4811031,Drayton Valley,2009,Major Projects,Infrastructure,$,80.00000
4811031,Drayton Valley,2010,Major Projects,Infrastructure,$,96.80000
4811031,Drayton Valley,2011,Major Projects,Infrastructure,$,77.50000
4811031,Drayton Valley,2012,Major Projects,Infrastructure,$,58.50000
4811031,Drayton Valley,2013,Major Projects,Infrastructure,$,130.40000
4811031,Drayton Valley,2014,Major Projects,Infrastructure,$,126.60000
4811031,Drayton Valley,2018,Major Projects,Infrastructure,$,6.76667
4811032,Brazeau County,2008,Major Projects,Infrastructure,$,20.00000
4811032,Brazeau County,2009,Major Projects,Infrastructure,$,20.90000
4811032,Brazeau County,2012,Major Projects,Infrastructure,$,7.50000
4811032,Brazeau County,2013,Major Projects,Infrastructure,$,18.20000
4811032,Brazeau County,2015,Major Projects,Infrastructure,$,6.00000
4811032,Brazeau County,2018,Major Projects,Infrastructure,$,6.76667
4811034,Parkland County,2010,Major Projects,Infrastructure,$,10.05000
4811034,Parkland County,2012,Major Projects,Infrastructure,$,14.40000
4811034,Parkland County,2013,Major Projects,Infrastructure,$,36.43333
4811034,Parkland County,2014,Major Projects,Infrastructure,$,10.00000
4811034,Parkland County,2015,Major Projects,Infrastructure,$,10.00000
4811034,Parkland County,2016,Major Projects,Infrastructure,$,13.16667
4811034,Parkland County,2017,Major Projects,Infrastructure,$,21.83333
4811034,Parkland County,2018,Major Projects,Infrastructure,$,78.76667
4811034,Parkland County,2019,Major Projects,Infrastructure,$,18.66667
4811034,Parkland County,2020,Major Projects,Infrastructure,$,18.66667
4811034,Parkland County,2021,Major Projects,Infrastructure,$,0.00000
4811034,Parkland County,2022,Major Projects,Infrastructure,$,0.00000
4810039,Lloydminster (Part),2007,Major Projects,Infrastructure,$,5.30000
4810039,Lloydminster (Part),2008,Major Projects,Infrastructure,$,24.00000
4810039,Lloydminster (Part),2009,Major Projects,Infrastructure,$,24.00000
4810039,Lloydminster (Part),2010,Major Projects,Infrastructure,$,18.00000
4810039,Lloydminster (Part),2011,Major Projects,Infrastructure,$,76.90000
4810039,Lloydminster (Part),2012,Major Projects,Infrastructure,$,61.70000
4810039,Lloydminster (Part),2013,Major Projects,Infrastructure,$,61.70000
4810039,Lloydminster (Part),2016,Major Projects,Infrastructure,$,81.50000
4810039,Lloydminster (Part),2017,Major Projects,Infrastructure,$,81.50000
4810039,Lloydminster (Part),2018,Major Projects,Infrastructure,$,81.50000
4810039,Lloydminster (Part),2019,Major Projects,Infrastructure,$,81.50000
4810039,Lloydminster (Part),2020,Major Projects,Infrastructure,$,81.50000
4810039,Lloydminster (Part),2021,Major Projects,Infrastructure,$,81.50000
4810039,Lloydminster (Part),2022,Major Projects,Infrastructure,$,81.50000
4810041,Kitscoty,2020,Major Projects,Infrastructure,$,0.00000
4810041,Kitscoty,2021,Major Projects,Infrastructure,$,0.00000
4811048,Stony Plain,2007,Major Projects,Infrastructure,$,6.00000
4811048,Stony Plain,2009,Major Projects,Infrastructure,$,6.90000
4811048,Stony Plain,2013,Major Projects,Infrastructure,$,7.00000
4811048,Stony Plain,2014,Major Projects,Infrastructure,$,5.90000
4811048,Stony Plain,2017,Major Projects,Infrastructure,$,18.66667
4811048,Stony Plain,2018,Major Projects,Infrastructure,$,18.66667
4811048,Stony Plain,2019,Major Projects,Infrastructure,$,18.66667
4811048,Stony Plain,2020,Major Projects,Infrastructure,$,18.66667
4811049,Spruce Grove,2009,Major Projects,Infrastructure,$,16.00000
4811049,Spruce Grove,2012,Major Projects,Infrastructure,$,15.00000
4811049,Spruce Grove,2013,Major Projects,Infrastructure,$,15.33333
4811049,Spruce Grove,2014,Major Projects,Infrastructure,$,16.70000
4811049,Spruce Grove,2015,Major Projects,Infrastructure,$,21.40000
4811049,Spruce Grove,2016,Major Projects,Infrastructure,$,10.00000
4811049,Spruce Grove,2017,Major Projects,Infrastructure,$,18.66667
4811049,Spruce Grove,2018,Major Projects,Infrastructure,$,18.66667
4811049,Spruce Grove,2019,Major Projects,Infrastructure,$,18.66667
4811049,Spruce Grove,2020,Major Projects,Infrastructure,$,18.66667
4811052,Strathcona County,2007,Major Projects,Infrastructure,$,144.80000
4811052,Strathcona County,2008,Major Projects,Infrastructure,$,192.30000
4811052,Strathcona County,2009,Major Projects,Infrastructure,$,105.50000
4811052,Strathcona County,2010,Major Projects,Infrastructure,$,84.00000
4811052,Strathcona County,2011,Major Projects,Infrastructure,$,85.90000
4811052,Strathcona County,2012,Major Projects,Infrastructure,$,1021.70000
4811052,Strathcona County,2013,Major Projects,Infrastructure,$,1016.30000
4811052,Strathcona County,2014,Major Projects,Infrastructure,$,944.50000
4811052,Strathcona County,2015,Major Projects,Infrastructure,$,928.90000
4811052,Strathcona County,2016,Major Projects,Infrastructure,$,10.00000
4811052,Strathcona County,2017,Major Projects,Infrastructure,$,17.50000
4811052,Strathcona County,2018,Major Projects,Infrastructure,$,30.72500
4811052,Strathcona County,2019,Major Projects,Infrastructure,$,17.50000
4811052,Strathcona County,2020,Major Projects,Infrastructure,$,41.50000
4811052,Strathcona County,2021,Major Projects,Infrastructure,$,24.00000
4811052,Strathcona County,2022,Major Projects,Infrastructure,$,24.00000
4811059,Sturgeon County,2007,Major Projects,Infrastructure,$,33.80000
4811059,Sturgeon County,2008,Major Projects,Infrastructure,$,11.00000
4811059,Sturgeon County,2010,Major Projects,Infrastructure,$,19.10000
4811059,Sturgeon County,2012,Major Projects,Infrastructure,$,5.00000
4811059,Sturgeon County,2013,Major Projects,Infrastructure,$,30.20000
4811059,Sturgeon County,2014,Major Projects,Infrastructure,$,15.00000
4811059,Sturgeon County,2015,Major Projects,Infrastructure,$,96.00000
4811059,Sturgeon County,2016,Major Projects,Infrastructure,$,93.26667
